user_id,user_location,tweet_created_at,tweet_id,
5869132,Spilimbergo Friuli-Venezia Giulia,2021-01-08 19:36:02,1347628147399942146,
418778062,Milano,2021-01-08 19:36:05,1347628157336227846,
3094856279,Reggio Emilia ,2021-01-08 19:36:09,1347628173912141825,
25683650,Roma Lazio,2021-01-08 19:36:09,1347628175614885888,
1250083188820631552,Taranto Puglia,2021-01-08 19:36:10,1347628180157456385,
3030533474,Mercato San Severino Campania,2021-01-08 19:36:27,1347628252932812804,
22042468,San Severino Marche (Mc),2021-01-08 19:36:33,1347628277016494080,
1333804912396951552,Saint-Raphaël France,2021-01-08 19:36:36,1347628290358571011,
83152901,messina italia,2021-01-08 19:36:39,1347628300299071489,
919830836253483008,Licciana Nardi Toscana,2021-01-08 19:36:56,1347628373355458562,
1287168490261164032,Загорич,2021-01-08 19:37:04,1347628408004612099,
789477506646671360,Milano Lombardia,2021-01-08 19:37:09,1347628429550772225,
1256290005451972610,Milano Lombardia,2021-01-08 19:37:13,1347628443081572353,
487064233,ko 8,2021-01-08 19:37:16,1347628456343908352,
1342070787990290434,Provenza-Alpi-Costa Azzurra F,2021-01-08 19:37:19,1347628469501485056,
1250083188820631552,Taranto Puglia,2021-01-08 19:37:25,1347628496315674627,
3377889609,Dorgali Sardegna,2021-01-08 19:37:29,1347628509460647937,
500881322,Castelnovo di Sotto Emilia Romagna,2021-01-08 19:37:35,1347628537168211973,
1239553189671841798,Genova Liguria,2021-01-08 19:37:36,1347628542465630210,
2314042430,Cerveteri (Roma),2021-01-08 19:37:48,1347628589441818624,
487991752,Italy/Germany,2021-01-08 19:37:52,1347628609075351553,
1118119168975544321,Genova Liguria,2021-01-08 19:37:54,1347628615308083202,
817043822932873216,Piemonte,2021-01-08 19:37:54,1347628616398610432,
2481166569,Sicilia Italia,2021-01-08 19:37:58,1347628631552651270,
889890874003517440,Policoro Basilicata,2021-01-08 19:37:58,1347628634669019138,
161187770,Calvagese della Riviera,2021-01-08 19:37:59,1347628638037041152,
919830836253483008,Licciana Nardi Toscana,2021-01-08 19:38:01,1347628645855227904,
410865035,Rimini Emilia Romagna,2021-01-08 19:38:03,1347628653560135682,
727251640869371911,Umbertide Umbria,2021-01-08 19:38:11,1347628687148146697,
1257413119904800768,Civitanova Marche Marche,2021-01-08 19:38:13,1347628694735646720,
959192415428120576,Firenze ,2021-01-08 19:38:17,1347628713983303681,
3377889609,Dorgali Sardegna,2021-01-08 19:38:21,1347628730060054530,
2167899593,Trieste Melfi(PZ),2021-01-08 19:38:22,1347628735097352194,
3094856279,Reggio Emilia ,2021-01-08 19:38:23,1347628738335436806,
1256290005451972610,Milano Lombardia,2021-01-08 19:38:27,1347628753451704321,
8111252,Firenze,2021-01-08 19:38:32,1347628776562315266,
1356486175,Milano,2021-01-08 19:38:40,1347628808871043075,
1268924890188517378,Dietro di te....,2021-01-08 19:38:41,1347628814604578822,
1134208627055706112,Roma Lazio,2021-01-08 19:38:56,1347628875728224265,
1250083188820631552,Taranto Puglia,2021-01-08 19:38:59,1347628888449548288,
521386084,Sicilia Italia . Alger. Dubai,2021-01-08 19:39:03,1347628906275368964,
1168795798198464514,Rossano Calabria,2021-01-08 19:39:04,1347628910524194819,
517747193,La Superba,2021-01-08 19:39:11,1347628937401266177,
396177398,sdraiata,2021-01-08 19:39:19,1347628973052862472,
930807149932044288,Lombardia e Piemonte Italia,2021-01-08 19:39:22,1347628984536858624,
511569049,Sardegna,2021-01-08 19:39:28,1347629011862753284,
947514318219874309,Reggio Emilia - Italy,2021-01-08 19:39:31,1347629024428883968,
99361454,Varese italia,2021-01-08 19:39:35,1347629039134134273,
2164271857,Venezia Veneto,2021-01-08 19:39:39,1347629055563198465,
1008758812969525254,Roma Lazio,2021-01-08 19:39:39,1347629058079789058,
1250083188820631552,Taranto Puglia,2021-01-08 19:39:45,1347629081383337985,
50267287,Milano Italy.,2021-01-08 19:39:47,1347629089105047552,
86416081,Ponza island,2021-01-08 19:39:48,1347629092326268929,
1249626038868590598,Cingoli Marche,2021-01-08 19:39:54,1347629117559234565,
819288000374902784,Milano Lombardia,2021-01-08 19:39:56,1347629128493768705,
789477506646671360,Milano Lombardia,2021-01-08 19:40:01,1347629149612085248,
1356486175,Milano,2021-01-08 19:40:08,1347629176329793540,
161187770,Calvagese della Riviera,2021-01-08 19:40:10,1347629186454867968,
66130692,Milano,2021-01-08 19:40:12,1347629194176585729,
2525778087,Sorrento Campania,2021-01-08 19:40:18,1347629219308843009,
715261691890700288,Casalecchio di Reno Emilia Ro,2021-01-08 19:40:23,1347629239168856064,
1118119168975544321,Genova Liguria,2021-01-08 19:40:22,1347629238996897794,
1108723274794577920,Venezia Veneto,2021-01-08 19:40:28,1347629263558733825,
396177398,sdraiata,2021-01-08 19:40:31,1347629275780968458,
476998975,Turin Piedmont,2021-01-08 19:40:33,1347629284643516416,
2167899593,Trieste Melfi(PZ),2021-01-08 19:40:34,1347629285536911362,
879276528097427456,Feltre Veneto Italy,2021-01-08 19:40:38,1347629303480135688,
1250018696183066626,Puglia Italia,2021-01-08 19:40:39,1347629308446179328,
1430852324,Italia Lombardia ,2021-01-08 19:40:39,1347629309540900867,
216415724,Campania Italia,2021-01-08 19:40:51,1347629358597484545,
2164271857,Venezia Veneto,2021-01-08 19:40:52,1347629362124877826,
1250083188820631552,Taranto Puglia,2021-01-08 19:40:53,1347629368638656521,
1118119168975544321,Genova Liguria,2021-01-08 19:40:55,1347629376532307978,
817043822932873216,Piemonte,2021-01-08 19:40:55,1347629377362800641,
2870291103,Torino Piemonte,2021-01-08 19:41:02,1347629403086458886,
1168795798198464514,Rossano Calabria,2021-01-08 19:41:05,1347629415698739201,
2870291103,Torino Piemonte,2021-01-08 19:41:10,1347629436842225664,
2183674949,Lesignano de' Bagni Emilia Romagna,2021-01-08 19:41:11,1347629441925718016,
16145985,Brussels Belgium,2021-01-08 19:41:12,1347629448775036928,
9377292,Piacenza Emilia Romagna,2021-01-08 19:41:14,1347629455603359746,
451295373,San Giovanni in Fiore,2021-01-08 19:41:20,1347629478189662213,
1250083188820631552,Taranto Puglia,2021-01-08 19:41:21,1347629483965222912,
550118409,Crema Lombardia,2021-01-08 19:41:26,1347629505972727809,
1149408158,Roma - Perugia,2021-01-08 19:41:27,1347629509810466823,
1085278611643551752,Chiavari ,2021-01-08 19:41:27,1347629510037020677,
521386084,Sicilia Italia . Alger. Dubai,2021-01-08 19:41:29,1347629518429810690,
607985679,Oristano Sardegna,2021-01-08 19:41:30,1347629520673767424,
610972828,Milano Lombardia,2021-01-08 19:41:37,1347629551585808386,
1250018696183066626,Puglia Italia,2021-01-08 19:41:37,1347629552735047681,
1159512722888974337,Polentonia,2021-01-08 19:41:39,1347629559122960384,
1256290005451972610,Milano Lombardia,2021-01-08 19:41:47,1347629593046503426,
1268924890188517378,Dietro di te....,2021-01-08 19:41:47,1347629593923104768,
572200239,Varallo Piemonte,2021-01-08 19:41:47,1347629593851736065,
1168795798198464514,Rossano Calabria,2021-01-08 19:41:54,1347629621857185792,
3030533474,Mercato San Severino Campania,2021-01-08 19:41:54,1347629622406606852,
1250083188820631552,Taranto Puglia,2021-01-08 19:41:55,1347629628370857989,
1614876578,Roma. Con anima al Sud. ,2021-01-08 19:41:56,1347629630585528322,
3949558995,Roma Lazio,2021-01-08 19:41:58,1347629639812976642,
889890874003517440,Policoro Basilicata,2021-01-08 19:41:59,1347629643508183045,
1152501811657478144,Miami FL,2021-01-08 19:42:00,1347629648302256130,
1252174902708375553,Piemonte,2021-01-08 19:42:12,1347629700387106833,
487991752,Italy/Germany,2021-01-08 19:42:13,1347629704635936769,
115167975,Italia Roma,2021-01-08 19:42:15,1347629712135376906,
131622275,Acquedolci,2021-01-08 19:42:19,1347629726953779201,
947514318219874309,Reggio Emilia - Italy,2021-01-08 19:42:26,1347629756439797761,
1168795798198464514,Rossano Calabria,2021-01-08 19:42:45,1347629835137536000,
212870758,Taranto Puglia,2021-01-08 19:42:46,1347629839759642626,
585635100,read my carrd for more infos,2021-01-08 19:42:47,1347629844344025093,
466385774,The Dark Side Of The Moon,2021-01-08 19:42:54,1347629873972572162,
1342986858821771266,Messina Sicilia,2021-01-08 19:42:55,1347629880821895169,
1291656504,Cagliari ,2021-01-08 19:42:59,1347629894692429830,
1013481258,regno delle due sicilie,2021-01-08 19:43:04,1347629916469284866,
256065286,Cagliari Italy,2021-01-08 19:43:08,1347629931849797637,
969629426198728704,Berna Svizzera,2021-01-08 19:43:08,1347629934232170496,
52011661,North Brianza,2021-01-08 19:43:08,1347629934454452228,
443863529,Napoli,2021-01-08 19:43:10,1347629939898654720,
889890874003517440,Policoro Basilicata,2021-01-08 19:43:12,1347629948803158018,
363038863,milano,2021-01-08 19:43:13,1347629956273209348,
585635100,read my carrd for more infos,2021-01-08 19:43:18,1347629976791769089,
894467370948886528,Vebania Vb,2021-01-08 19:43:21,1347629988649066497,
198869860,AFD / Identità Italia cdx,2021-01-08 19:43:23,1347629994474921984,
2173232146,Milano Lombardia,2021-01-08 19:43:27,1347630011033989125,
402264907,Prato Toscana,2021-01-08 19:43:28,1347630018227220488,
775717624424660993,Novara Piemonte,2021-01-08 19:43:30,1347630025558941697,
2525778087,Sorrento Campania,2021-01-08 19:43:31,1347630027991642112,
952934487733735424,Firenze Toscana,2021-01-08 19:43:37,1347630056261242882,
789477506646671360,Milano Lombardia,2021-01-08 19:43:38,1347630059948036097,
596665906,Milano,2021-01-08 19:43:40,1347630065950089216,
500881322,Castelnovo di Sotto Emilia Romagna,2021-01-08 19:43:43,1347630079812263936,
1256290005451972610,Milano Lombardia,2021-01-08 19:43:45,1347630087357784076,
492368497,Rimini Emilia Romagna,2021-01-08 19:43:53,1347630122011078678,
547397665,Lido di Roma Ostia.,2021-01-08 19:43:56,1347630134183030784,
407314087,San Giorgio delle Pertiche ,2021-01-08 19:43:59,1347630146988158979,
596665906,Milano,2021-01-08 19:44:03,1347630165443162114,
260404258,Cerro al Lambro,2021-01-08 19:44:08,1347630183189254145,
1252174902708375553,Piemonte,2021-01-08 19:44:13,1347630207444905984,
3400320676,Raddusa Sicilia ( Italia ),2021-01-08 19:44:19,1347630230555516928,
405443839,Verona,2021-01-08 19:44:25,1347630257445154816,
889890874003517440,Policoro Basilicata,2021-01-08 19:44:25,1347630257722044416,
1237071348662448129,Brunate Lombardia,2021-01-08 19:44:28,1347630267511537664,
111415055,Marina di Pietrasanta,2021-01-08 19:44:36,1347630300499746819,
596665906,Milano,2021-01-08 19:44:36,1347630303926505473,
1256290005451972610,Milano Lombardia,2021-01-08 19:44:40,1347630318958862339,
30031962,Qui,2021-01-08 19:44:47,1347630347022950402,
820609190548930560,Wonderland,2021-01-08 19:44:49,1347630355914891265,
1333804912396951552,Saint-Raphaël France,2021-01-08 19:44:53,1347630371781947394,
22042468,San Severino Marche (Mc),2021-01-08 19:44:54,1347630377318416386,
1268924890188517378,Dietro di te....,2021-01-08 19:44:55,1347630382364160001,
194217573,FIRENZE,2021-01-08 19:44:57,1347630389439983624,
1423120962,Muravera Sardegna,2021-01-08 19:45:07,1347630434335686656,
1118119168975544321,Genova Liguria,2021-01-08 19:45:11,1347630448810328064,
3294215278,Bergamo,2021-01-08 19:45:14,1347630460059455491,
461058052,roma,2021-01-08 19:45:18,1347630478464077834,
415557723,Saronno Italia,2021-01-08 19:45:20,1347630486705876994,
48130022,Milan,2021-01-08 19:45:22,1347630494440185856,
1239553189671841798,Genova Liguria,2021-01-08 19:45:25,1347630509376024577,
1152501811657478144,Miami FL,2021-01-08 19:45:27,1347630515617214464,
1252174902708375553,Piemonte,2021-01-08 19:45:36,1347630552472559618,
51784767,Costigliole d'Asti,2021-01-08 19:45:36,1347630552527024130,
337096642,Firenze,2021-01-08 19:45:37,1347630557501521926,
1243133156519227393,Lodi Lombardia,2021-01-08 19:45:37,1347630559439290368,
85177314,Torino Italy,2021-01-08 19:45:41,1347630573880274944,
889890874003517440,Policoro Basilicata,2021-01-08 19:45:46,1347630596080750594,
2360439155,Roma Lazio,2021-01-08 19:45:52,1347630622039273473,
1050265087225815040,Palermo Sicily,2021-01-08 19:46:06,1347630678758871040,
880511174818877440,Roma Lazio,2021-01-08 19:46:10,1347630698220412932,
1291656504,Cagliari ,2021-01-08 19:46:17,1347630728012566529,
1252174902708375553,Piemonte,2021-01-08 19:46:19,1347630735969181697,
955393858879279104,Carovigno Puglia,2021-01-08 19:46:24,1347630754117922821,
245007001,Gallarate,2021-01-08 19:46:27,1347630766927323138,
417370434,Possibilmente Parma,2021-01-08 19:46:33,1347630793485676544,
1168795798198464514,Rossano Calabria,2021-01-08 19:46:36,1347630806957756416,
947514318219874309,Reggio Emilia - Italy,2021-01-08 19:46:37,1347630807830179840,
1333804912396951552,Saint-Raphaël France,2021-01-08 19:46:39,1347630819842666500,
2173232146,Milano Lombardia,2021-01-08 19:46:40,1347630822736723968,
76682963,Prato,2021-01-08 19:46:54,1347630881117270016,
904411370749382656,Formia Lazio,2021-01-08 19:46:55,1347630886523711488,
458741000,BOLOGNA,2021-01-08 19:46:56,1347630887521947649,
2909504255,Affetto da senso di giustizia,2021-01-08 19:46:57,1347630892227944449,
114306285,bari,2021-01-08 19:46:57,1347630893750476801,
596665906,Milano,2021-01-08 19:46:59,1347630901950357507,
307920458,narnia,2021-01-08 19:47:00,1347630906366971910,
2314782785,Brancaleone Calabria,2021-01-08 19:47:02,1347630916521369605,
443863529,Napoli,2021-01-08 19:47:03,1347630919524511744,
565605866,Riposto (CT),2021-01-08 19:47:07,1347630934657552391,
86693223,Cagliari - Sardegna,2021-01-08 19:47:08,1347630940793790471,
596665906,Milano,2021-01-08 19:47:12,1347630956748922880,
727251640869371911,Umbertide Umbria,2021-01-08 19:47:13,1347630959701712897,
525568809,Pistoia,2021-01-08 19:47:18,1347630981117857792,
489178186,Sul primo treno che passa ,2021-01-08 19:47:21,1347630995768541191,
1107004287845044224,Avellino Campania,2021-01-08 19:47:24,1347631005205753858,
959192415428120576,Firenze ,2021-01-08 19:47:24,1347631005562241029,
1237071348662448129,Brunate Lombardia,2021-01-08 19:47:24,1347631008380760068,
71563472,Alessandria Italy,2021-01-08 19:47:30,1347631030241472512,
122917341,napoli,2021-01-08 19:47:38,1347631064722903043,
878935669065867269,Taranto Puglia,2021-01-08 19:47:39,1347631068262838274,
606546950,Brescia Lombardia,2021-01-08 19:47:40,1347631073841315840,
25683650,Roma Lazio,2021-01-08 19:47:41,1347631077230325760,
459280748,Cremona Italia,2021-01-08 19:47:41,1347631078559928321,
621269962,London ,2021-01-08 19:47:43,1347631087242125312,
1118119168975544321,Genova Liguria,2021-01-08 19:47:44,1347631089947389958,
3949558995,Roma Lazio,2021-01-08 19:47:45,1347631095051902978,
105111860,Terlizzi Puglia,2021-01-08 19:47:47,1347631102962315265,
521386084,Sicilia Italia . Alger. Dubai,2021-01-08 19:47:48,1347631106590441472,
1132933800848232449,Malo (Veneto),2021-01-08 19:48:02,1347631167546208257,
1002769382,Via La Spezia 29 Torvaianica,2021-01-08 19:48:07,1347631188492644353,
3030533474,Mercato San Severino Campania,2021-01-08 19:48:18,1347631233782710282,
1168795798198464514,Rossano Calabria,2021-01-08 19:48:20,1347631243228303362,
2657512986,Roma,2021-01-08 19:48:21,1347631247972040709,
505018519,Puglia Italia,2021-01-08 19:48:26,1347631265256779780,
14376973,Rome Italy,2021-01-08 19:48:30,1347631281870409728,
959192415428120576,Firenze ,2021-01-08 19:48:31,1347631288019279872,
366175274,Napoli Campania,2021-01-08 19:48:35,1347631303106113544,
1237071348662448129,Brunate Lombardia,2021-01-08 19:48:36,1347631308143550465,
1342070787990290434,Provenza-Alpi-Costa Azzurra F,2021-01-08 19:48:37,1347631311331205123,
443863529,Napoli,2021-01-08 19:48:40,1347631326720090112,
477757835,pensionato,2021-01-08 19:48:47,1347631356206051330,
405443839,Verona,2021-01-08 19:48:56,1347631394785271810,
917625391157792768,Campidoglio,2021-01-08 19:49:04,1347631428377456645,
1168795798198464514,Rossano Calabria,2021-01-08 19:49:10,1347631449600651267,
1249626038868590598,Cingoli Marche,2021-01-08 19:49:10,1347631452024930304,
1085278611643551752,Chiavari ,2021-01-08 19:49:13,1347631462548467713,
1256290005451972610,Milano Lombardia,2021-01-08 19:49:15,1347631472883195907,
1268924890188517378,Dietro di te....,2021-01-08 19:49:20,1347631492030226433,
1291656504,Cagliari ,2021-01-08 19:49:21,1347631498967609344,
405518190,Trento,2021-01-08 19:49:24,1347631508333490179,
25683650,Roma Lazio,2021-01-08 19:49:24,1347631509252014080,
1108723274794577920,Venezia Veneto,2021-01-08 19:49:27,1347631523323895809,
1050314425406824448,nata a Palermo vivo nel Veneto,2021-01-08 19:49:29,1347631532891111424,
386156372,Südtirol,2021-01-08 19:49:29,1347631532995964930,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:49:32,1347631543469158401,
810923771045543936,Venice Baker street 221b,2021-01-08 19:49:33,1347631549290860548,
2173232146,Milano Lombardia,2021-01-08 19:49:37,1347631564314845186,
426435191,Toscana,2021-01-08 19:49:45,1347631600213889028,
3030533474,Mercato San Severino Campania,2021-01-08 19:49:53,1347631631998316545,
882541046,siracusa,2021-01-08 19:49:59,1347631658770571264,
1168795798198464514,Rossano Calabria,2021-01-08 19:50:02,1347631668308439040,
1036560565,Treviso,2021-01-08 19:50:04,1347631679180038147,
402264907,Prato Toscana,2021-01-08 19:50:07,1347631689128882177,
22035588,Catch me if you can.,2021-01-08 19:50:07,1347631690479521795,
1291656504,Cagliari ,2021-01-08 19:50:08,1347631694262788097,
1123321144776515590,Monferrato Piemonte Italia,2021-01-08 19:50:10,1347631704840802306,
810923771045543936,Venice Baker street 221b,2021-01-08 19:50:10,1347631705163755522,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:50:14,1347631721886445571,
366175274,Napoli Campania,2021-01-08 19:50:17,1347631732791635972,
1630629103,Forlì Emilia Romagna,2021-01-08 19:50:23,1347631759467421698,
426622785,Milano,2021-01-08 19:50:26,1347631769030451201,
76682963,Prato,2021-01-08 19:50:41,1347631834541256704,
1085278611643551752,Chiavari ,2021-01-08 19:50:43,1347631842791464966,
213013841,Mantova,2021-01-08 19:50:43,1347631843642847236,
448654279,Tra Pescara e San Marino.,2021-01-08 19:50:46,1347631853000388609,
50628796,Ticino Svizzera,2021-01-08 19:50:48,1347631864069152769,
449589070,Bologna,2021-01-08 19:50:49,1347631866149482496,
617918535,Cinisello Balsamo Lombardia,2021-01-08 19:50:51,1347631873556680705,
764601258,PratoItaly,2021-01-08 19:50:54,1347631887917981698,
426435191,Toscana,2021-01-08 19:50:56,1347631896021372938,
810923771045543936,Venice Baker street 221b,2021-01-08 19:51:01,1347631918532194304,
10285602,Trieste - Italy,2021-01-08 19:51:08,1347631945774227460,
426622785,Milano,2021-01-08 19:51:12,1347631964510167041,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:51:13,1347631966003326978,
1085278611643551752,Chiavari ,2021-01-08 19:51:20,1347631997536137216,
889890874003517440,Policoro Basilicata,2021-01-08 19:51:26,1347632022873923584,
213013841,Mantova,2021-01-08 19:51:27,1347632027718344705,
3030533474,Mercato San Severino Campania,2021-01-08 19:51:27,1347632027189829635,
1193510076948123648,Bagni di Lucca  Toscana,2021-01-08 19:51:28,1347632031753248771,
1237071348662448129,Brunate Lombardia,2021-01-08 19:51:28,1347632031904182280,
2657512986,Roma,2021-01-08 19:51:29,1347632035880431617,
1608647216,Aicurzio Lombardia,2021-01-08 19:51:35,1347632061415383041,
14376973,Rome Italy,2021-01-08 19:51:38,1347632074199621633,
254725263,Verona Italia,2021-01-08 19:51:39,1347632077890609157,
1291656504,Cagliari ,2021-01-08 19:51:41,1347632085633265667,
366175274,Napoli Campania,2021-01-08 19:51:42,1347632088292458502,
189218797,Frosinone Lazio,2021-01-08 19:51:44,1347632099080228868,
1430852324,Italia Lombardia ,2021-01-08 19:51:45,1347632100699213824,
1168795798198464514,Rossano Calabria,2021-01-08 19:51:45,1347632103513612289,
52011661,North Brianza,2021-01-08 19:51:50,1347632123176431619,
608070282,Macerata Marche,2021-01-08 19:51:55,1347632143816663040,
1187992121451651072,San lazzaro di savena ( bologn,2021-01-08 19:52:00,1347632163659911168,
23926846,Milano (Italy),2021-01-08 19:52:01,1347632168269471746,
910831301304967169,Cervia Emilia Romagna,2021-01-08 19:52:02,1347632173180997633,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:52:03,1347632176767111168,
25683650,Roma Lazio,2021-01-08 19:52:14,1347632224083062788,
558651454,Mirafiori Sud Europa,2021-01-08 19:52:14,1347632224997421056,
492368497,Rimini Emilia Romagna,2021-01-08 19:52:24,1347632266676203526,
426435191,Toscana,2021-01-08 19:52:25,1347632270245588992,
76682963,Prato,2021-01-08 19:52:27,1347632276306337795,
3949558995,Roma Lazio,2021-01-08 19:52:31,1347632295944089600,
1171619311,Borgosatollo Brescia Italia,2021-01-08 19:52:33,1347632303422529539,
90246703,Sabaudia Lazio,2021-01-08 19:52:34,1347632305540648965,
2510773077,Roma Lazio,2021-01-08 19:52:34,1347632307214151680,
83152901,messina italia,2021-01-08 19:52:39,1347632327476858880,
3030533474,Mercato San Severino Campania,2021-01-08 19:52:39,1347632327049023492,
1050314425406824448,nata a Palermo vivo nel Veneto,2021-01-08 19:52:43,1347632343138361344,
705163978167754753,Roma Lazio,2021-01-08 19:52:43,1347632345264791553,
477757835,pensionato,2021-01-08 19:52:46,1347632358351138817,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:52:47,1347632360712527872,
62942295,📌 Lost.. in Translation 📚,2021-01-08 19:52:51,1347632377217093636,
608070282,Macerata Marche,2021-01-08 19:52:53,1347632385752498177,
801046891,Milano Italy,2021-01-08 19:52:53,1347632386289360896,
129239995,MontegiorgioFermoitalia,2021-01-08 19:52:54,1347632391905562625,
810923771045543936,Venice Baker street 221b,2021-01-08 19:52:58,1347632408384958465,
789477506646671360,Milano Lombardia,2021-01-08 19:53:02,1347632423715164163,
379670505,Chromatica,2021-01-08 19:53:02,1347632426416304128,
910831301304967169,Cervia Emilia Romagna,2021-01-08 19:53:06,1347632441742270465,
1168795798198464514,Rossano Calabria,2021-01-08 19:53:08,1347632451145883648,
1918247922,nel fluire disperante,2021-01-08 19:53:09,1347632455486996481,
810923771045543936,Venice Baker street 221b,2021-01-08 19:53:13,1347632472893362176,
86693223,Cagliari - Sardegna,2021-01-08 19:53:20,1347632499007123459,
496405032,Pomezia Lazio,2021-01-08 19:53:21,1347632504702988290,
1291656504,Cagliari ,2021-01-08 19:53:21,1347632506024194050,
2657512986,Roma,2021-01-08 19:53:24,1347632514945470466,
1085278611643551752,Chiavari ,2021-01-08 19:53:24,1347632516216324098,
492368497,Rimini Emilia Romagna,2021-01-08 19:53:25,1347632521333321735,
426975826,Africa prov di So.,2021-01-08 19:53:30,1347632540631367683,
3030533474,Mercato San Severino Campania,2021-01-08 19:53:33,1347632553558233088,
62942295,📌 Lost.. in Translation 📚,2021-01-08 19:53:37,1347632570234789894,
426435191,Toscana,2021-01-08 19:53:40,1347632584864526338,
2892490420,Palermo Sicilia,2021-01-08 19:53:41,1347632586819072004,
505018519,Puglia Italia,2021-01-08 19:53:41,1347632586902953984,
3065553531,Copacabana Colombia,2021-01-08 19:53:45,1347632606704242688,
770321729042452480,Roma Lazio,2021-01-08 19:53:46,1347632609212428292,
889890874003517440,Policoro Basilicata,2021-01-08 19:53:47,1347632612316237826,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:53:49,1347632622218960898,
22042468,San Severino Marche (Mc),2021-01-08 19:53:54,1347632644260065284,
406865793,Milan Italy,2021-01-08 19:53:54,1347632644775944195,
608070282,Macerata Marche,2021-01-08 19:53:57,1347632654858989570,
489594507,Genova Liguria,2021-01-08 19:53:57,1347632657333628930,
784751042,Sondrio,2021-01-08 19:53:58,1347632659246309377,
426622785,Milano,2021-01-08 19:54:00,1347632667479732228,
432880282,parabiago ,2021-01-08 19:54:03,1347632681744535555,
2657512986,Roma,2021-01-08 19:54:04,1347632684097540097,
22602333,Pescara,2021-01-08 19:54:10,1347632711037571085,
843233905,MILANO,2021-01-08 19:54:14,1347632728271958016,
55174029,Firenze Italia,2021-01-08 19:54:15,1347632730419453956,
426435191,Toscana,2021-01-08 19:54:16,1347632736996106251,
773907883562004480,Ancona Marche,2021-01-08 19:54:17,1347632737738481665,
52011661,North Brianza,2021-01-08 19:54:20,1347632750162022402,
356329229,Torino Piemonte,2021-01-08 19:54:21,1347632754473775104,
3049882818,Miane Veneto,2021-01-08 19:54:23,1347632763365634054,
1168795798198464514,Rossano Calabria,2021-01-08 19:54:23,1347632765085351938,
1256290005451972610,Milano Lombardia,2021-01-08 19:54:26,1347632775504015360,
571136099,Gorle(Bergamo ),2021-01-08 19:54:27,1347632780545560581,
1252905490952183808,Cagliari Sardinia,2021-01-08 19:54:30,1347632793300434944,
22042468,San Severino Marche (Mc),2021-01-08 19:54:34,1347632811805708288,
1250389134935498752,Reggio Emilia Italia,2021-01-08 19:54:37,1347632824392839168,
