user_id,user_location,tweet_created_at,tweet_id,;;
9123852,Sardegna Porto Torres.,2021-01-07 16:55:23,1347225330831028229,;;
362055145,Giavera del Montello Veneto,2021-01-07 16:55:24,1347225334408740864,;;
1342058017861332992,Bassano del Grappa Veneto,2021-01-07 16:55:30,1347225359624896512,;;
1016293392811266048,Piombino Toscana,2021-01-07 16:55:46,1347225425995509761,;;
1239553189671841798,Genova Liguria,2021-01-07 16:55:47,1347225430248611841,;;
1162020523146190848,Empoli Toscana,2021-01-07 16:55:51,1347225447558504448,;;
435220751,Milano,2021-01-07 16:55:54,1347225459780706310,;;
1015159542420856833,Livorno Tuscany,2021-01-07 16:55:59,1347225479414210564,;;
1162020523146190848,Empoli Toscana,2021-01-07 16:56:04,1347225501727911937,;;
291363076,Roma Lazio,2021-01-07 16:56:05,1347225504206757889,;;
1336682523838050304,Roma Lazio,2021-01-07 16:56:04,1347225503695056899,;;
4468775656,seduto..,2021-01-07 16:56:15,1347225549618483200,;;
1333804912396951552,Saint-Raphaël France,2021-01-07 16:56:19,1347225564277575685,;;
435091016,Milano,2021-01-07 16:56:23,1347225582757695491,;;
1313143618715217927,somewhere crying in a cool way,2021-01-07 16:56:34,1347225628081315840,;;
960562443549335554,Bergamo Lombardia,2021-01-07 16:56:37,1347225639854735365,;;
217497747,genova,2021-01-07 16:56:38,1347225645588340737,;;
837691304180088835,Roma Lazio,2021-01-07 16:56:41,1347225656485007361,;;
87558361,napoli,2021-01-07 16:57:03,1347225750995398658,;;
894467370948886528,Vebania Vb,2021-01-07 16:57:04,1347225754761908224,;;
1124978744219844608,Forlì Emilia Romagna,2021-01-07 16:57:09,1347225774370250753,;;
1188843954432811010,Trapani Sicilia ,2021-01-07 16:57:09,1347225773896314881,;;
1149408158,Roma - Perugia,2021-01-07 16:57:16,1347225803399032833,;;
179199123,In giro per l'Italia e non...,2021-01-07 16:57:23,1347225833623199752,;;
2226947223,milan,2021-01-07 16:57:26,1347225844058443776,;;
1087715590691794945,Milano Lombardia,2021-01-07 16:57:34,1347225879152369665,;;
1143453753066045441,Messina Sicilia,2021-01-07 16:57:38,1347225897322082304,;;
163784865,Bologna Emilia Romagna,2021-01-07 16:57:53,1347225958319857674,;;
1333066881608069122,Milano Lombardia,2021-01-07 16:57:54,1347225965160706048,;;
2314042430,Cerveteri (Roma),2021-01-07 16:58:01,1347225993661067265,;;
2316476639,Milano Italy,2021-01-07 16:58:04,1347226004243312640,;;
4468775656,seduto..,2021-01-07 16:58:10,1347226031762116609,;;
876035197002809344,Milanese. Vivo a Spoleto (PG).,2021-01-07 16:58:21,1347226075710050307,;;
488774565,Bologna,2021-01-07 16:58:22,1347226080281841666,;;
1440863360,Roma Lazio,2021-01-07 16:58:24,1347226090872446976,;;
2963286916,Roma,2021-01-07 16:58:28,1347226106982756354,;;
2259346508,Aosta Valley,2021-01-07 16:58:29,1347226108924669953,;;
440129638,Veneto Italia,2021-01-07 16:58:40,1347226156320354307,;;
960261589361463297,Palermo Sicilia,2021-01-07 16:58:42,1347226162548846601,;;
1157709835993059335,Colle Brianza Lombardia,2021-01-07 16:58:51,1347226201211994112,;;
1342986858821771266,Messina Sicilia,2021-01-07 16:58:57,1347226229317971971,;;
123653198,76125 - TRANI (BT),2021-01-07 16:58:58,1347226230270160899,;;
386811424,Roma Lazio,2021-01-07 16:58:58,1347226231385763840,;;
87558361,napoli,2021-01-07 16:59:06,1347226266152427523,;;
150664329,Gorizia,2021-01-07 16:59:08,1347226273983197187,;;
386811424,Roma Lazio,2021-01-07 16:59:13,1347226294568824833,;;
904387628191100928,Reggello Toscana,2021-01-07 16:59:15,1347226300910592001,;;
1333804912396951552,Saint-Raphaël France,2021-01-07 16:59:18,1347226315095740417,;;
350863288,Republic of Slovenia,2021-01-07 16:59:20,1347226321710149633,;;
191600621,Napoli Campania,2021-01-07 16:59:28,1347226359190482946,;;
551086485,Reggio Calabria Italy,2021-01-07 16:59:29,1347226361107255298,;;
15404225,Venezia Veneto,2021-01-07 16:59:40,1347226407609446401,;;
461476987,Roma,2021-01-07 16:59:42,1347226417751351298,;;
596665906,Milano,2021-01-07 16:59:45,1347226426945245185,;;
1464197947,Milano Lombardia,2021-01-07 16:59:50,1347226449351225346,;;
2190136472,Burgio Sicilia,2021-01-07 17:00:06,1347226515570888706,;;
1227333289,Romagnolo,2021-01-07 17:00:26,1347226601461837827,;;
386016147,she / her rainbow garden ,2021-01-07 17:00:48,1347226693816229889,;;
1060210233056903168,Sortino SR Sicilia-Napoli,2021-01-07 17:00:56,1347226727269982212,;;
711487355,Sondrio Valtellina Land ,2021-01-07 17:01:01,1347226745745891330,;;
3319482364,Acquedolci Sicilia,2021-01-07 17:01:02,1347226753408905225,;;
90593797,Città di Castello Umbria,2021-01-07 17:01:10,1347226786363531267,;;
728227298072236032,Bologna Emilia Romagna,2021-01-07 17:01:15,1347226806378754053,;;
163784865,Bologna Emilia Romagna,2021-01-07 17:01:34,1347226887605678084,;;
1011586367627939846,New York USA,2021-01-07 17:01:42,1347226918656077825,;;
1341441440199684097,Palermo Sicilia,2021-01-07 17:01:47,1347226940562923520,;;
596665906,Milano,2021-01-07 17:01:48,1347226943314399232,;;
572478832,Milano,2021-01-07 17:01:52,1347226960280354822,;;
173071499,roma,2021-01-07 17:01:52,1347226963140816899,;;
412556755,Manila Bangkok Milano,2021-01-07 17:02:13,1347227049027657735,;;
386016147,she / her rainbow garden ,2021-01-07 17:02:14,1347227052907368451,;;
1342986858821771266,Messina Sicilia,2021-01-07 17:02:24,1347227096603643915,;;
423536846,Roma,2021-01-07 17:02:25,1347227098742738947,;;
709427414917619712,Limbiate Lombardia,2021-01-07 17:02:26,1347227105071869952,;;
1249620003600642049,Garlasco Lombardia,2021-01-07 17:02:28,1347227111904440320,;;
90246703,Sabaudia Lazio,2021-01-07 17:02:30,1347227121052246018,;;
16457957,La Felicissima,2021-01-07 17:02:30,1347227122088239108,;;
96721344,Roma Lazio,2021-01-07 17:02:37,1347227149913239553,;;
1918247922,nel fluire disperante,2021-01-07 17:02:55,1347227224961912836,;;
4468775656,seduto..,2021-01-07 17:03:09,1347227283149496322,;;
472430580,Verona Veneto,2021-01-07 17:03:10,1347227290330157058,;;
607985679,Oristano Sardegna,2021-01-07 17:03:14,1347227305790361602,;;
1021311002594480128,Bologna Emilia Romagna Italy,2021-01-07 17:03:18,1347227320646586369,;;
252260503,Pisa Toscana IT,2021-01-07 17:03:20,1347227332004687873,;;
2259346508,Aosta Valley,2021-01-07 17:03:21,1347227335523753984,;;
887422981001162752,Riace MarinaCalabria,2021-01-07 17:03:23,1347227341534208003,;;
93918855,Bologna Italy ,2021-01-07 17:03:31,1347227377525522433,;;
1001099863688384515,ultimopeterpan,2021-01-07 17:03:40,1347227414791909381,;;
487496537,Rome & Toronto✈️,2021-01-07 17:03:45,1347227433787944962,;;
260404258,Cerro al Lambro,2021-01-07 17:03:47,1347227445527793664,;;
421153132,Verona Veneto,2021-01-07 17:04:04,1347227516583505922,;;
90593797,Città di Castello Umbria,2021-01-07 17:04:10,1347227538876223488,;;
41082669,Roma,2021-01-07 17:04:10,1347227540121915393,;;
634842891,Salò Bs,2021-01-07 17:04:16,1347227567082901504,;;
1087715590691794945,Milano Lombardia,2021-01-07 17:04:18,1347227573089169409,;;
282634908,bagheria,2021-01-07 17:04:21,1347227584669560844,;;
1321131933858963458,Roma Lazio,2021-01-07 17:04:22,1347227590906548227,;;
715261691890700288,Casalecchio di Reno Emilia Ro,2021-01-07 17:04:22,1347227591346958337,;;
879276528097427456,Feltre Veneto Italy,2021-01-07 17:04:26,1347227605464993792,;;
894577633253609472,Ticino Svizzera,2021-01-07 17:04:41,1347227671537836034,;;
330349571,Roma,2021-01-07 17:04:42,1347227673970532353,;;
1242923509363478529,Aosta Valle d'Aosta,2021-01-07 17:04:50,1347227707789242370,;;
1236533563,Ragusa,2021-01-07 17:05:03,1347227761895563265,;;
3141791285,Torino italia,2021-01-07 17:05:21,1347227836457701376,;;
720213203381264384,Via dell'albereto 16 Calenzano,2021-01-07 17:05:21,1347227838068510722,;;
380865929,Treviso,2021-01-07 17:05:22,1347227842132779008,;;
3300299458,Italia - Stati Uniti - UAE,2021-01-07 17:05:22,1347227842980028416,;;
708608067416494080,Mandello del Lario Italy,2021-01-07 17:05:31,1347227879223025664,;;
1123321144776515590,Monferrato Piemonte Italia,2021-01-07 17:05:36,1347227901167599619,;;
911363617290964992,Fiastra Marche,2021-01-07 17:05:41,1347227922747314182,;;
90246703,Sabaudia Lazio,2021-01-07 17:05:48,1347227950014488576,;;
480612566,roma,2021-01-07 17:06:03,1347228014237646850,;;
2983340421,Torino Piemonte ITALIA🇮🇹,2021-01-07 17:06:12,1347228051000745985,;;
87403945,Shangri-La,2021-01-07 17:06:16,1347228067480141825,;;
894577633253609472,Ticino Svizzera,2021-01-07 17:06:16,1347228068998479872,;;
1342058017861332992,Bassano del Grappa Veneto,2021-01-07 17:06:16,1347228070378418177,;;
4468775656,seduto..,2021-01-07 17:06:19,1347228080264376322,;;
177177898,Allianz Stadium,2021-01-07 17:06:19,1347228081262571521,;;
344111812,280714♡ 211115♡,2021-01-07 17:06:21,1347228088929841156,;;
412556755,Manila Bangkok Milano,2021-01-07 17:06:27,1347228114712219649,;;
879276528097427456,Feltre Veneto Italy,2021-01-07 17:06:32,1347228134987485185,;;
1009437824578412547,Serra-di-Ferro France,2021-01-07 17:06:35,1347228149222928384,;;
1918247922,nel fluire disperante,2021-01-07 17:06:43,1347228182370541569,;;
1279788537932648448,Itália,2021-01-07 17:06:44,1347228187076472835,;;
210404013,Sassari Sardinia Italy,2021-01-07 17:06:49,1347228205598597126,;;
380865929,Treviso,2021-01-07 17:07:04,1347228267934339075,;;
53946026,Cagliari Sardinia - Italy,2021-01-07 17:07:04,1347228271033917441,;;
449662630,Montefalco - Italia,2021-01-07 17:07:06,1347228280202649602,;;
243563921,Padova,2021-01-07 17:07:08,1347228287999815681,;;
2259346508,Aosta Valley,2021-01-07 17:07:25,1347228358233489411,;;
472430580,Verona Veneto,2021-01-07 17:07:33,1347228389795647492,;;
423536846,Roma,2021-01-07 17:07:34,1347228397433479174,;;
1038370219780190208,San Michele Salentino Puglia,2021-01-07 17:07:42,1347228428584546304,;;
90246703,Sabaudia Lazio,2021-01-07 17:07:45,1347228443465940993,;;
511569049,Sardegna,2021-01-07 17:07:52,1347228470787641345,;;
484251094,Italy Merate,2021-01-07 17:08:03,1347228516295839749,;;
984225106087104512,Palazzolo dello Stella,2021-01-07 17:08:10,1347228545714696201,;;
1034553227583410177,Muggia Friuli-Venezia Giulia,2021-01-07 17:08:17,1347228574403715072,;;
380865929,Treviso,2021-01-07 17:08:28,1347228620570435585,;;
1123321144776515590,Monferrato Piemonte Italia,2021-01-07 17:08:32,1347228638106820608,;;
551086485,Reggio Calabria Italy,2021-01-07 17:08:33,1347228645312651265,;;
11444162,Milan Lombardy,2021-01-07 17:08:38,1347228663260045315,;;
2259346508,Aosta Valley,2021-01-07 17:08:39,1347228670151286786,;;
1257701461313622017,Zibido San Giacomo Lombardia,2021-01-07 17:08:50,1347228714434760706,;;
449662630,Montefalco - Italia,2021-01-07 17:09:05,1347228778171346946,;;
1257118435,Sora (Fr),2021-01-07 17:09:06,1347228783473008640,;;
90246703,Sabaudia Lazio,2021-01-07 17:09:08,1347228792062930947,;;
1157709835993059335,Colle Brianza Lombardia,2021-01-07 17:09:21,1347228846614052865,;;
636836854,Milano,2021-01-07 17:09:25,1347228863189934080,;;
406988536,Reggio di Calabria Calabria,2021-01-07 17:09:29,1347228878570455040,;;
1110459149178073088,Erba CO Italy,2021-01-07 17:09:30,1347228880822824967,;;
1243133156519227393,Lodi Lombardia,2021-01-07 17:09:35,1347228904617082881,;;
1897351550,Montebelluna Veneto,2021-01-07 17:09:39,1347228919263584256,;;
748467184448446468,Biella Piemonte,2021-01-07 17:09:40,1347228924565196800,;;
966810505066287104,Prato Toscana🇮🇹,2021-01-07 17:09:47,1347228954609000454,;;
3300299458,Italia - Stati Uniti - UAE,2021-01-07 17:09:51,1347228968672505856,;;
23655840,Neaples-Italy,2021-01-07 17:09:57,1347228994161283073,;;
505018519,Puglia Italia,2021-01-07 17:09:59,1347229005716615168,;;
714889234935578624,Genova/Colobraro(Matera) 💞,2021-01-07 17:10:02,1347229014679814146,;;
404339730,Fiumicino Lazio,2021-01-07 17:10:03,1347229019549405186,;;
1257701461313622017,Zibido San Giacomo Lombardia,2021-01-07 17:10:07,1347229037396185090,;;
339635736,Erba Lombardia,2021-01-07 17:10:07,1347229037454897154,;;
179538672,Milano,2021-01-07 17:10:08,1347229040730640391,;;
768014298,Torre Maura Town Roma,2021-01-07 17:10:12,1347229056568340480,;;
423536846,Roma,2021-01-07 17:10:14,1347229065695145989,;;
4468775656,seduto..,2021-01-07 17:10:19,1347229086331109376,;;
33160759,N 43°55' 0'' / E 10°53' 0'',2021-01-07 17:10:20,1347229092639346688,;;
1342986858821771266,Messina Sicilia,2021-01-07 17:10:24,1347229108074389507,;;
212947664,Abruzzo Italia,2021-01-07 17:10:35,1347229154719264768,;;
25838107,Alessandria Italy ,2021-01-07 17:10:38,1347229168724017156,;;
282634908,bagheria,2021-01-07 17:10:41,1347229181860597760,;;
2164271857,Venezia Veneto,2021-01-07 17:10:43,1347229189628375041,;;
1287658319608451072,Roma,2021-01-07 17:10:45,1347229196905492482,;;
1257118435,Sora (Fr),2021-01-07 17:10:55,1347229237837766656,;;
501031046,Livorno Toscana,2021-01-07 17:11:07,1347229289826156547,;;
765714842,Monopoli Puglia,2021-01-07 17:11:09,1347229297665306624,;;
88416869,Milano Lombardia,2021-01-07 17:11:11,1347229304833400833,;;
1011816247,Napoli,2021-01-07 17:11:13,1347229314291535874,;;
80800504,Prato (PO) - ITALY,2021-01-07 17:11:15,1347229324634697730,;;
216415724,Campania Italia,2021-01-07 17:11:16,1347229326509539329,;;
1124978744219844608,Forlì Emilia Romagna,2021-01-07 17:11:30,1347229386643283968,;;
914008994158702592,Liguria Italy,2021-01-07 17:11:33,1347229398370422788,;;
23655840,Neaples-Italy,2021-01-07 17:11:34,1347229401398849542,;;
76682963,Prato,2021-01-07 17:11:34,1347229404024418304,;;
1123321144776515590,Monferrato Piemonte Italia,2021-01-07 17:11:44,1347229443060883457,;;
2314042430,Cerveteri (Roma),2021-01-07 17:11:47,1347229456801402880,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:11:54,1347229486509666305,;
378264480,Abruzzo Italia,2021-01-07 17:12:02,1347229518415626240,;;
2373209560,Golfer & Kendo Master,2021-01-07 17:12:10,1347229552356061185,;;
465339096,Europe,2021-01-07 17:12:20,1347229596891164678,;;
177177898,Allianz Stadium,2021-01-07 17:12:21,1347229601521676295,;;
2243083691,Napoli Campania,2021-01-07 17:12:31,1347229642651029506,;;
1257554797,lombardia,2021-01-07 17:12:32,1347229645016600578,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:12:38,1347229670945792003,;
2164271857,Venezia Veneto,2021-01-07 17:12:51,1347229723357753344,;;
1287658319608451072,Roma,2021-01-07 17:12:55,1347229742265757698,;;
1324251823985905665,Italia ,2021-01-07 17:12:56,1347229747034656769,;;
920266009193406464,Pisa Toscana,2021-01-07 17:12:57,1347229750771802119,;;
284158226,Palermo Sicilia,2021-01-07 17:13:00,1347229762507444224,;;
1110459149178073088,Erba CO Italy,2021-01-07 17:13:07,1347229791724982273,;;
1188843954432811010,Trapani Sicilia ,2021-01-07 17:13:13,1347229816299401217,;;
868794661913100288,Bologna Emilia Romagna,2021-01-07 17:13:19,1347229841398050818,;;
715261691890700288,Casalecchio di Reno Emilia Ro,2021-01-07 17:13:23,1347229860985524225,;;
88416869,Milano Lombardia,2021-01-07 17:13:43,1347229941423861760,;;
52055301,Monteveglio Emilia Romagna,2021-01-07 17:13:46,1347229955042795528,;;
1342986858821771266,Messina Sicilia,2021-01-07 17:13:46,1347229958083588097,;;
1243133156519227393,Lodi Lombardia,2021-01-07 17:13:56,1347229997556256768,;;
1241751073787871236,Parabita Puglia,2021-01-07 17:13:57,1347230001247109120,;;
1113734088517615617,Garlasco Lombardia,2021-01-07 17:13:58,1347230005840015362,;;
1149408158,Roma - Perugia,2021-01-07 17:13:59,1347230011036749830,;;
123514831,Roma,2021-01-07 17:14:01,1347230016975863810,;;
90017743,Lucca ~✈ The World,2021-01-07 17:14:01,1347230018473136133,;;
754241874546884608,Milano Lombardia,2021-01-07 17:14:02,1347230021790937094,;;
76682963,Prato,2021-01-07 17:14:13,1347230067261399040,;;
447998029,Toscana Italia,2021-01-07 17:14:14,1347230074387509255,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:14:22,1347230106062888961,;
1440863360,Roma Lazio,2021-01-07 17:14:35,1347230159871635459,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:14:49,1347230221964087304,;
1188843954432811010,Trapani Sicilia ,2021-01-07 17:14:51,1347230229148954630,;;
2167899593,Trieste Melfi(PZ),2021-01-07 17:14:55,1347230247054409729,;;
173071499,roma,2021-01-07 17:15:01,1347230271960215552,;;
566119517,forlì,2021-01-07 17:15:03,1347230278918557699,;;
1243133156519227393,Lodi Lombardia,2021-01-07 17:15:06,1347230290931032064,;;
15279345,Milano Lombardia,2021-01-07 17:15:08,1347230298677927938,;;
23655840,Neaples-Italy,2021-01-07 17:15:09,1347230304742895618,;;
1243133156519227393,Lodi Lombardia,2021-01-07 17:15:21,1347230353967247361,;;
456696369,Offagna,2021-01-07 17:15:34,1347230410363850753,;;
15377014,iPhone: 45.5475699.324495,2021-01-07 17:15:34,1347230410963640320,;;
258704458,Florence,2021-01-07 17:15:41,1347230437551255553,;;
2450265194,Friuli-Venezia Giulia Italia,2021-01-07 17:15:41,1347230437400317953,;;
960562443549335554,Bergamo Lombardia,2021-01-07 17:15:44,1347230452365590532,;;
961437530,Milano Lombardia,2021-01-07 17:15:46,1347230459487531008,;;
2871128064,Roma Lazio,2021-01-07 17:15:47,1347230462507446277,;;
1123321144776515590,Monferrato Piemonte Italia,2021-01-07 17:15:52,1347230484254912513,;;
470112539,firenze,2021-01-07 17:15:52,1347230484653367300,;;
3294215278,Bergamo,2021-01-07 17:15:56,1347230502881783809,;;
1342058017861332992,Bassano del Grappa Veneto,2021-01-07 17:16:15,1347230578903572482,;;
754241874546884608,Milano Lombardia,2021-01-07 17:16:20,1347230602022576129,;;
1110459149178073088,Erba CO Italy,2021-01-07 17:16:32,1347230650257076226,;;
423536846,Roma,2021-01-07 17:16:34,1347230661241921540,;;
872282857,Catania Sicilia,2021-01-07 17:16:39,1347230680468623364,;;
362055145,Giavera del Montello Veneto,2021-01-07 17:16:39,1347230683635339264,;;
596665906,Milano,2021-01-07 17:16:40,1347230684176388096,;;
1313021474245160961,Alghero Sardegna,2021-01-07 17:16:42,1347230694259511296,;;
456696369,Offagna,2021-01-07 17:16:45,1347230705944829954,;;
426435191,Toscana,2021-01-07 17:16:59,1347230765248081923,;;
578325072,Palermo Sicilia,2021-01-07 17:17:01,1347230775729655808,;;
4468775656,seduto..,2021-01-07 17:17:05,1347230792578170880,;;
217497747,genova,2021-01-07 17:17:14,1347230828384972803,;;
3294215278,Bergamo,2021-01-07 17:17:14,1347230829198667778,;;
464858259,Inveruno - Mesero (MI),2021-01-07 17:17:15,1347230830721163268,;;
1252174902708375553,Piemonte,2021-01-07 17:17:21,1347230856801361920,;;
187563858,Liguria,2021-01-07 17:17:26,1347230880130072576,;;
1110459149178073088,Erba CO Italy,2021-01-07 17:17:30,1347230893715427328,;;
402842940,Villaromagnano Piemonte,2021-01-07 17:17:33,1347230910077415426,;;
879276528097427456,Feltre Veneto Italy,2021-01-07 17:17:39,1347230934307889152,;;
583800836,Roma,2021-01-07 17:17:47,1347230966037807107,;;
710238049213550593,Mombaldone Piemonte,2021-01-07 17:17:48,1347230971473571846,;;
919830836253483008,Licciana Nardi Toscana,2021-01-07 17:18:00,1347231022434447361,;;
1236533563,Ragusa,2021-01-07 17:18:03,1347231034333564928,;;
1058126383803756544,Turchia,2021-01-07 17:18:06,1347231047663104007,;;
608955220,Pisa Toscana,2021-01-07 17:18:10,1347231061605019651,;;
104540932,Bologna,2021-01-07 17:18:10,1347231062624067586,;;
1273443967,Cremona Lombardia,2021-01-07 17:18:15,1347231083524313094,;;
2373209560,Golfer & Kendo Master,2021-01-07 17:18:19,1347231099257237505,;;
1231134508591853568,Castelfranco di Sotto Toscana,2021-01-07 17:18:19,1347231102558154754,;;
715261691890700288,Casalecchio di Reno Emilia Ro,2021-01-07 17:18:26,1347231129699540995,;;
1020206525049114624,Toscana Italia,2021-01-07 17:18:32,1347231154089447426,;;
2848321714,Catania,2021-01-07 17:18:37,1347231175308435456,;;
1036560565,Treviso,2021-01-07 17:18:38,1347231181767634945,;;
3294215278,Bergamo,2021-01-07 17:18:51,1347231235828027394,;;
4688723418,Modena Emilia Romagna,2021-01-07 17:18:57,1347231260582805507,;;
18638837,Perugia Umbria,2021-01-07 17:19:15,1347231334897491968,;;
456696369,Offagna,2021-01-07 17:19:15,1347231336701063168,;;
487064233,ko 8,2021-01-07 17:19:16,1347231341557985281,;;
1337345891695554561,Roma Lazio,2021-01-07 17:19:23,1347231371027165186,;;
1159749098318237696,Firenze Toscana,2021-01-07 17:19:29,1347231393206644738,;;
529382499,Parma Emilia Romagna,2021-01-07 17:19:30,1347231397510062082,;;
1257701461313622017,Zibido San Giacomo Lombardia,2021-01-07 17:19:30,1347231399825301506,;;
1113363675530895362,Cerisano Calabria,2021-01-07 17:19:30,1347231400513175552,;;
608955220,Pisa Toscana,2021-01-07 17:19:41,1347231444456906752,;;
2260566889,Sardegna.Italia.,2021-01-07 17:19:42,1347231447892033536,;;
753621459180945408,Casalnuovo di Napoli Campania,2021-01-07 17:19:43,1347231454556786694,;;
232908749,Toscana Italia,2021-01-07 17:19:46,1347231466028208128,;;
3317782623,Lombardia Italia,2021-01-07 17:19:47,1347231470570627074,;;
336693510,Rome Italy,2021-01-07 17:19:48,1347231473116573696,;;
1243133156519227393,Lodi Lombardia,2021-01-07 17:19:53,1347231496231407616,;;
1108723274794577920,Venezia Veneto,2021-01-07 17:19:56,1347231508973674496,;;
838844345226768389,Marche Italia,2021-01-07 17:19:59,1347231519413325830,;;
872282857,Catania Sicilia,2021-01-07 17:20:02,1347231532721852416,;;
754241874546884608,Milano Lombardia,2021-01-07 17:20:18,1347231600904437761,;;
1016236811667075073,Roma UE,2021-01-07 17:20:18,1347231601562968065,;;
1042097900,Venezia Veneto,2021-01-07 17:20:28,1347231643489214465,;;
1123321144776515590,Monferrato Piemonte Italia,2021-01-07 17:20:44,1347231709603966977,;;
426435191,Toscana,2021-01-07 17:20:45,1347231712036745218,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:20:45,1347231713164984322,;
1578213541,Bologna Emilia Romagna,2021-01-07 17:20:48,1347231726205087745,;;
423536846,Roma,2021-01-07 17:20:51,1347231738171416577,;;
572478832,Milano,2021-01-07 17:20:56,1347231760527089666,;;
1109048946,Colere Lombardia,2021-01-07 17:21:11,1347231820883099652,;;
415557723,Saronno Italia,2021-01-07 17:21:13,1347231831054311426,;;
1216148624243118080,Napoli Campania,2021-01-07 17:21:17,1347231846183145478,;;
493539040,Milano Lombardia,2021-01-07 17:21:18,1347231852826939392,;;
3294215278,Bergamo,2021-01-07 17:21:30,1347231900251934722,;;
194217573,FIRENZE,2021-01-07 17:21:32,1347231912562188290,;;
1304352819261124608,Napoli Campania,2021-01-07 17:21:38,1347231935886729219,;;
426435191,Toscana,2021-01-07 17:21:44,1347231960205316097,;;
2428751373,Lu Piemonte; Milano Lambrate,2021-01-07 17:21:46,1347231969281781760,;
34196694,Torino Piemonte,2021-01-07 17:21:49,1347231982229594119,;;
1036560565,Treviso,2021-01-07 17:21:55,1347232005088555009,;;
1107004287845044224,Avellino Campania,2021-01-07 17:21:57,1347232015700078600,;;
2260566889,Sardegna.Italia.,2021-01-07 17:21:57,1347232017319161857,;;
45443505,Kindle ebook link:,2021-01-07 17:22:07,1347232058507227146,;;
302047948,33100 Eaglewood,2021-01-07 17:22:08,1347232060310577153,;;
1146337897,Modena Emilia Romagna,2021-01-07 17:22:11,1347232075380879363,;;
2260566889,Sardegna.Italia.,2021-01-07 17:22:39,1347232190501974016,;;
461016354,Cremona,2021-01-07 17:22:57,1347232266091704322,;;
1146337897,Modena Emilia Romagna,2021-01-07 17:22:57,1347232267249332224,;;
496062565,Florence Tuscany,2021-01-07 17:22:59,1347232274098626560,;;
508816367,Modena Italy,2021-01-07 17:23:05,1347232298631102471,;;
380865929,Treviso,2021-01-07 17:23:08,1347232314724646913,;;
920266009193406464,Pisa Toscana,2021-01-07 17:23:10,1347232323343937540,;;
1194392114743988224,Sondrio Lombardia,2021-01-07 17:23:15,1347232343912808451,;;
244012114,HAUTE-CORSE,2021-01-07 17:23:28,1347232397675343873,;;
9377292,Piacenza Emilia Romagna,2021-01-07 17:23:28,1347232397797044225,;;
1257701461313622017,Zibido San Giacomo Lombardia,2021-01-07 17:23:49,1347232484497494016,;;
272556680,Milano,2021-01-07 17:23:54,1347232507058671619,;;
508816367,Modena Italy,2021-01-07 17:23:59,1347232528936153091,;;
708320269522362370,Biella,2021-01-07 17:24:07,1347232559365844993,;;
1194609913,Catanzaro Calabria,2021-01-07 17:24:10,1347232573169262592,;;
983306767248523265,Colle di Val d'Elsa Toscana,2021-01-07 17:24:11,1347232579225870336,;;
380038155,Bologna Emilia Romagna  ,2021-01-07 17:24:16,1347232599836659716,;;
9377292,Piacenza Emilia Romagna,2021-01-07 17:24:20,1347232617012330497,;;
836908221365432321,Milano Lombardia,2021-01-07 17:24:31,1347232659458695168,;;
380865929,Treviso,2021-01-07 17:24:35,1347232678001713154,;;
1398174300,Adelfia,2021-01-07 17:24:42,1347232706208411649,;;
2354643412,Assisi Quartaccio ♥️,2021-01-07 17:50:11,1347239122449010688,;;
1136574644893507584,Milano Lombardia,2021-01-07 17:50:15,1347239136554528769,;;
807312714926325760,Pescara Abruzzo,2021-01-07 17:50:16,1347239140887289858,;;
2400412774,Pian Del Voglio (BO),2021-01-07 17:50:17,1347239145303904262,;;
1282992150,Fara in Sabina (RI),2021-01-07 17:50:19,1347239155923869700,;;
1094600361170649088,Ferrara Emilia Romagna,2021-01-07 17:50:31,1347239205316026371,;;
1291656504,Cagliari ,2021-01-07 17:50:32,1347239207253778435,;;
1168148899,Roma Lazio,2021-01-07 17:50:46,1347239265672060928,;;
466109561,Chasing the sun,2021-01-07 17:50:49,1347239278284316673,;;
3949558995,Roma Lazio,2021-01-07 17:50:51,1347239288367427585,;;
558651454,Mirafiori Sud Europa,2021-01-07 17:51:05,1347239345296711681,;;
858003427,Milano,2021-01-07 17:51:07,1347239354939437058,;;
1333804912396951552,Saint-Raphaël France,2021-01-07 17:51:09,1347239365026656259,;;
362055145,Giavera del Montello Veneto,2021-01-07 17:51:15,1347239388460290053,;;
4468775656,seduto..,2021-01-07 17:51:18,1347239401156444162,;;
4468775656,seduto..,2021-01-07 17:51:18,1347239402859343873,;;
2354643412,Assisi Quartaccio ♥️,2021-01-07 17:51:25,1347239430046830593,;;
1016293392811266048,Piombino Toscana,2021-01-07 17:51:35,1347239471436197888,;;
574620995,Milano,2021-01-07 17:51:37,1347239483318669312,;;
889040042,San Lorenzo al Mare Liguria,2021-01-07 17:51:40,1347239495062712325,;;
583800836,Roma,2021-01-07 17:51:45,1347239513668653056,;;
489178186,Sul primo treno che passa ,2021-01-07 17:51:50,1347239535239954432,;;
19882421,Lombardia Italia,2021-01-07 17:51:55,1347239555381006345,;;
